speaker,bigram,n,total,tf,idf,tf_idf
RYAN,electric vehicle,3,1792,0.016853932584269662,2.302585092994046,0.03880761392686594
RYAN,agriculture system,2,1792,0.011235955056179775,2.302585092994046,0.02587174261791063
RYAN,auto workers,2,1792,0.011235955056179775,2.302585092994046,0.02587174261791063
RYAN,charging stations,2,1792,0.011235955056179775,2.302585092994046,0.02587174261791063
RYAN,jobs pay,2,1792,0.011235955056179775,2.302585092994046,0.02587174261791063
RYAN,panel market,2,1792,0.011235955056179775,2.302585092994046,0.02587174261791063
RYAN,regenerative agriculture,2,1792,0.011235955056179775,2.302585092994046,0.02587174261791063
SANDERS,fossil fuel,6,2729,0.02120141342756184,0.9162907318741551,0.019426658626307176
SANDERS,fuel industry,5,2729,0.0176678445229682,2.302585092994046,0.04068171542392307
SANDERS,insurance companies,4,2729,0.014134275618374558,1.2039728043259361,0.01701728345337012
SANDERS,care industry,3,2729,0.01060070671378092,2.302585092994046,0.024409029254353846
SANDERS,drug companies,3,2729,0.01060070671378092,1.6094379124341003,0.017061179283753714
SANDERS,helped lead,3,2729,0.01060070671378092,2.302585092994046,0.024409029254353846
SANDERS,advertising tonight,2,2729,0.007067137809187279,2.302585092994046,0.016272686169569228
SANDERS,corporate america,2,2729,0.007067137809187279,2.302585092994046,0.016272686169569228
SANDERS,defeat trump,2,2729,0.007067137809187279,2.302585092994046,0.016272686169569228
SANDERS,democratic primary,2,2729,0.007067137809187279,2.302585092994046,0.016272686169569228
WARREN,insurance companies,6,2931,0.024489795918367346,1.2039728043259361,0.029485048269206598
WARREN,entire world,3,2931,0.012244897959183673,2.302585092994046,0.02819491950604954
WARREN,insurance company,3,2931,0.012244897959183673,2.302585092994046,0.02819491950604954
WARREN,people living,3,2931,0.012244897959183673,2.302585092994046,0.02819491950604954
WARREN,provide universal,3,2931,0.012244897959183673,2.302585092994046,0.02819491950604954
WARREN,america's markets,2,2931,0.00816326530612245,2.302585092994046,0.01879661300403303
WARREN,black colleges,2,2931,0.00816326530612245,2.302585092994046,0.01879661300403303
WARREN,care coverage,2,2931,0.00816326530612245,2.302585092994046,0.01879661300403303
WARREN,class families,2,2931,0.00816326530612245,2.302585092994046,0.01879661300403303
WARREN,giant corporations,2,2931,0.00816326530612245,2.302585092994046,0.01879661300403303
WILLIAMSON,democratic party,3,1759,0.01948051948051948,1.6094379124341003,0.0313526866058591
WILLIAMSON,truth telling,3,1759,0.01948051948051948,2.302585092994046,0.04485555375962427
WILLIAMSON,collectivized hatred,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,college debt,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,constitutional amendment,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,conventional politics,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,deep truth,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,defense contractors,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,false god,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
WILLIAMSON,federal campaigns,2,1759,0.012987012987012988,2.302585092994046,0.029903702506416184
